run_id,call_id,timestamp_utc,provider,model_name,method_name,total_time_s,ttft_s,prompt_tokens,completion_tokens,total_tokens,cost_usd,is_valid_json,schema_valid,json_parse_error,mitre_id_count,stride_category_count,quality_score_rule,prompt_length_chars,response_length_chars,response_snippet,task_success,rl_plan_accepted,rl_reward_before,rl_reward_after,rl_reward_delta,grid_id,episode,step,is_fallback,error_message
8ff5a076,00c321f0-a23b-4563-9d39-b7f0a990765a,2026-04-28T03:11:08.499383+00:00,gemini,models/gemini-2.5-flash,analyze_threats,12.9938,,758,905,1663,0.0006567,False,False,,6,6,1.0,2704,3044,"```json
{
  ""deployments"": [
    {
      ""attack_type"": ""voltage_manipulation"",
      ""target_systems"": [1],
      ""magnitude"": 0.7,
      ""duration"": 35.0,
      ""stealth_level"": 0.85,
      ""priority"": 1,
      ""mitre_technique"": ""T0831"",
      ""stride_category"": ""Information Disclosure"",
      ""rationale"": ""Initial test of voltage integrity on System 1, focusing on subtle information disclosure via DNP3 links.""
    },
    {
      ""attack_type"": ""current_injection"",
      ""target_systems"": [2]",False,True,0.0,1400.5527975840191,1400.552798,,,,False,
8ff5a076,dfc6c1fc-a6a0-4057-8012-2f2e64da6d77,2026-04-28T04:13:54.523745+00:00,gemini,models/gemini-2.5-flash,analyze_threats,18.9721,,927,607,1534,0.00050325,False,False,,4,2,0.6133,2706,1907,"```json
{
  ""deployments"": [
    {
      ""attack_type"": ""voltage_manipulation"",
      ""target_systems"": [2],
      ""magnitude"": 0.65,
      ""duration"": 30.0,
      ""stealth_level"": 0.6,
      ""priority"": 2,
      ""mitre_technique"": ""T0831"",
      ""stride_category"": ""Denial of Service"",
      ""rationale"": ""Rotating to untested System 2; increasing magnitude and decreasing stealth to improve success given previous failure and high detection.""
    },
    {
      ""attack_type"": ""current_injection"",
",False,True,1400.5527975840191,1293.680114170942,-106.872683,,,,False,
8ff5a076,7e081ffd-9823-402d-8a11-b26b5aa2a847,2026-04-28T05:10:13.157421+00:00,gemini,models/gemini-2.5-flash,analyze_threats,17.4627,,923,164,1087,0.00023685,False,False,,1,1,0.1867,2702,513,"```json
{
  ""deployments"": [
    {
      ""attack_type"": ""protocol_manipulation"",
      ""target_systems"": [1],
      ""magnitude"": 0.7,
      ""duration"": 30.0,
      ""stealth_level"": 0.7,
      ""priority"": 1,
      ""mitre_technique"": ""T0831"",
      ""stride_category"": ""Information Disclosure"",
      ""rationale"": ""High reward (676.5) on System 6 despite 100% detection. Rotating to untested System 1 while keeping similar parameters to test generalization and potential for high impact.""
    },
    {
 ",False,True,1293.680114170942,1027.7458702470678,-265.934244,,,,False,
8ff5a076,a2a08f5c-3f06-49d3-90b8-e532f095a9ec,2026-04-28T06:06:49.095587+00:00,gemini,models/gemini-2.5-flash,analyze_threats,19.5547,,2255,163,2418,0.00043605,False,False,,0,0,0.0,5369,457,"```json
{
  ""ordered_attacks"": [
    {
      ""attack_type"": ""protocol_manipulation"",
      ""target_system"": 6,
      ""override_rl_target"": false,
      ""override_justification"": """",
      ""magnitude"": 1.8024203777313232,
      ""duration"": 32.6406135559082,
      ""stealth_level"": 0.9929376840591431,
      ""timing_rationale"": ""Highest stealth and highest positive reward attack; execute first to maximize success before network defenses are fully alerted.""
",,,,,,,,,False,
8ff5a076,e725d967-63b3-4ae1-bd2c-729a4c3c7b75,2026-04-28T07:27:21.221513+00:00,gemini,models/gemini-2.5-flash,analyze_threats,17.2017,,758,867,1625,0.0006339,False,False,,5,6,1.0,2704,2795,"```json
{
  ""deployments"": [
    {
      ""attack_type"": ""voltage_manipulation"",
      ""target_systems"": [1],
      ""magnitude"": 0.75,
      ""duration"": 30.0,
      ""stealth_level"": 0.8,
      ""priority"": 1,
      ""mitre_technique"": ""T0831"",
      ""stride_category"": ""Information Disclosure"",
      ""rationale"": ""System 1 selected for initial voltage manipulation testing to assess data integrity impacts on DNP3 links.""
    },
    {
      ""attack_type"": ""current_injection"",
      ""target_systems"": [",False,True,0.0,1182.067053228801,1182.067053,,,,False,
8ff5a076,c6e8aeaf-d34d-438d-85d3-20d2ee429871,2026-04-28T07:27:42.633688+00:00,gemini,models/gemini-2.5-flash,analyze_threats,21.3409,,141,1443,1584,0.00088695,False,False,,0,1,0.0667,581,7209,"This performance report indicates a critical need for a complete overhaul of the current strategy. A 0% success rate combined with 100% detection risk means the current approach is both ineffective and immediately counterproductive.

Here are the strategy adaptation recommendations:

---

### **Strategy Adaptation Recommendations**

**1. Should we continue current strategy or adapt?**
**ADAPT IMMEDIATELY AND FUNDAMENTALLY.**
The current strategy is failing completely and is highly detectable. Co",False,True,0.0,1182.067053228801,1182.067053,,,,False,
8ff5a076,c8d2b5a4-4996-423c-87ab-ac4dcbde7c98,2026-04-28T07:27:57.605617+00:00,gemini,models/gemini-2.5-flash,analyze_threats,14.967,,758,846,1604,0.0006213,False,False,,5,6,1.0,2704,2801,"```json
{
  ""deployments"": [
    {
      ""attack_type"": ""voltage_manipulation"",
      ""target_systems"": [1],
      ""magnitude"": 0.75,
      ""duration"": 30.0,
      ""stealth_level"": 0.8,
      ""priority"": 1,
      ""mitre_technique"": ""T0832"",
      ""stride_category"": ""Information Disclosure"",
      ""rationale"": ""System 1 selected for initial voltage falsification testing, focusing on stealthy information disclosure.""
    },
    {
      ""attack_type"": ""current_injection"",
      ""target_systems"": [2",False,True,0.0,1182.067053228801,1182.067053,,,,False,
8ff5a076,b263da0a-d6cc-42f6-9f5b-9a8fb2e86e6a,2026-04-28T07:28:13.264740+00:00,gemini,models/gemini-2.5-flash,analyze_threats,15.5947,,141,1198,1339,0.00073995,False,False,,0,0,0.0,581,5986,"Given the current performance metrics, a significant strategic shift is absolutely necessary. The current approach is completely ineffective in achieving its goal and carries maximum detection risk.

Here are the strategy adaptation recommendations:

---

### Strategy Adaptation Recommendations

**1. Should we continue current strategy or adapt?**
**Decision: ADAPT IMMEDIATELY.**
Continuing the current strategy is untenable. A 0.00% success rate combined with a 100.00% detection risk indicates t",False,True,0.0,1182.067053228801,1182.067053,,,,False,
8ff5a076,fcfde174-ee51-405b-b0b8-de767a6fc674,2026-04-28T07:28:27.598005+00:00,gemini,models/gemini-2.5-flash,analyze_threats,14.3284,,758,849,1607,0.0006231,False,False,,4,6,0.88,2704,2845,"```json
{
  ""deployments"": [
    {
      ""attack_type"": ""voltage_manipulation"",
      ""target_systems"": [1],
      ""magnitude"": 0.7,
      ""duration"": 35.0,
      ""stealth_level"": 0.85,
      ""priority"": 1,
      ""mitre_technique"": ""T0831"",
      ""stride_category"": ""Information Disclosure"",
      ""rationale"": ""System 1 selected for initial voltage data integrity testing. High stealth to assess subtle data falsification.""
    },
    {
      ""attack_type"": ""current_injection"",
      ""target_system",False,True,0.0,1182.067053228801,1182.067053,,,,False,
8ff5a076,a6c8c6dd-1c1e-454b-9237-784451d8462d,2026-04-28T07:28:46.605762+00:00,gemini,models/gemini-2.5-flash,analyze_threats,18.952,,141,1450,1591,0.00089115,False,False,,0,0,0.0,581,7429,"The current performance metrics indicate a critical need for a complete strategy overhaul. A 0% success rate combined with a 100% detection risk means the current approach is both ineffective and highly visible, providing no value and immediately alerting defenders.

Here are the strategy adaptation recommendations:

---

### Strategy Adaptation Recommendations:

**1. Should we continue current strategy or adapt?**
**Adapt Immediately.** Continuing the current strategy is futile. It yields no su",False,True,0.0,1182.067053228801,1182.067053,,,,False,
